actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1074180006980896
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.16561947762966156
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.14441129565238953
0.0,0.15071773529052734
0.0,0.10008245706558228
0.0,0.12370277941226959
0.0,0.13486941158771515
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12340093404054642
0.0,0.0
0.0,0.11195948719978333
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.11925719678401947
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10861122608184814
0.0,0.0
0.0,0.15719828009605408
0.0,0.16501624882221222
0.0,0.1715211421251297
0.0,0.16291707754135132
0.0,0.13055764138698578
0.0,0.0
0.0,0.1099332645535469
0.0,0.13271386921405792
0.0,0.0
0.0,0.11401453614234924
0.0,0.19082589447498322
0.0,0.20000000298023224
0.0,0.1350432187318802
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.14383673667907715
0.0,0.20000000298023224
0.0,0.14893975853919983
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.034712374210357666,0.20000000298023224
0.042439479380846024,0.20000000298023224
0.040277235209941864,0.20000000298023224
0.030574148520827293,0.20000000298023224
0.029749134555459023,0.037941865622997284
0.04203343018889427,0.02820771373808384
0.04980923980474472,0.18301500380039215
0.053143613040447235,0.20000000298023224
0.05210097134113312,0.20000000298023224
0.05546088144183159,0.17075848579406738
0.05880187451839447,0.17746230959892273
0.06212584301829338,0.1889864206314087
0.0523567870259285,0.18563108146190643
0.05147133022546768,0.026890838518738747
0.05498243495821953,0.022445527836680412
0.04975228011608124,0.07247872650623322
0.044619932770729065,0.0
0.04394059255719185,0.0033010856714099646
0.03893176466226578,0.0
0.03401174023747444,0.0
0.024817639961838722,0.0
0.015765562653541565,0.0
0.011207487434148788,0.0
0.006718310993164778,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10411026328802109
0.0,0.11745710670948029
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.13499672710895538
0.0,0.0
0.0,0.10819900780916214
0.0,0.17962129414081573
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.10376760363578796
0.0,0.12721379101276398
0.0,0.0
0.0,0.10584112256765366
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0677979439496994,0.20000000298023224
0.07433285564184189,0.20000000298023224
0.0764719769358635,0.20000000298023224
0.08735580742359161,0.20000000298023224
0.10250319540500641,0.20000000298023224
0.1087823435664177,0.20000000298023224
0.11068019270896912,0.20000000298023224
0.12133555859327316,0.20000000298023224
0.12319118529558182,0.20000000298023224
0.1294489949941635,0.20000000298023224
0.13568836450576782,0.20000000298023224
0.1331927627325058,0.20000000298023224
0.13080254197120667,0.20000000298023224
0.1328723132610321,0.20000000298023224
0.13933855295181274,0.20000000298023224
0.13706238567829132,0.20000000298023224
0.1305254101753235,0.09817758947610855
0.12414328008890152,0.01972426101565361
0.1179099753499031,0.0
0.11181861162185669,0.0
0.10586366802453995,0.0
0.09568043053150177,0.0
0.08132421970367432,0.0
0.06720569729804993,0.0
0.05767383426427841,0.0
0.04394052177667618,0.0
0.03041752427816391,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.191749706864357
0.0,0.12495055794715881
0.0,0.0
0.0,0.11711960285902023
0.0,0.19585612416267395
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.1697666496038437
0.0,0.20000000298023224
0.0,0.1926906257867813
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19686444103717804
0.0,0.18353800475597382
0.0,0.0
0.0,0.0
0.0,0.1358925700187683
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.05735292285680771,0.20000000298023224
0.06851090490818024,0.20000000298023224
0.07520212233066559,0.20000000298023224
0.07749313861131668,0.20000000298023224
0.09288216382265091,0.20000000298023224
0.1037522628903389,0.20000000298023224
0.11017131805419922,0.20000000298023224
0.11656320840120316,0.20000000298023224
0.11857152730226517,0.20000000298023224
0.1293351948261261,0.20000000298023224
0.131296306848526,0.20000000298023224
0.133297860622406,0.20000000298023224
0.13969850540161133,0.20000000298023224
0.1417182832956314,0.20000000298023224
0.15249602496623993,0.20000000298023224
0.15447445213794708,0.20000000298023224
0.15649643540382385,0.20000000298023224
0.14984267950057983,0.17451871931552887
0.14770986139774323,0.1327609419822693
0.14567187428474426,0.1020960658788681
0.1480841338634491,0.13517358899116516
0.13744661211967468,0.0
0.12265827506780624,0.0
0.10812894254922867,0.0
0.09820716083049774,0.0
0.08410287648439407,0.0
0.07022862136363983,0.0
0.043496787548065186,0.0
0.025873618200421333,0.0
0.012862449511885643,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.1408519297838211
0.0,0.20000000298023224
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10878685116767883
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12216757982969284
0.0,0.0
0.0,0.10345806181430817
0.0,0.12594512104988098
0.0,0.13722826540470123
0.0,0.1998308151960373
0.0,0.1954118311405182
0.0,0.0
0.0,0.10826396942138672
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10517137497663498
0.0,0.1322239339351654
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.05711790919303894,0.20000000298023224
0.06836885213851929,0.20000000298023224
0.07515062391757965,0.20000000298023224
0.08188779652118683,0.20000000298023224
0.08858257532119751,0.20000000298023224
0.09523817896842957,0.20000000298023224
0.10621563345193863,0.20000000298023224
0.12145646661520004,0.20000000298023224
0.12782889604568481,0.20000000298023224
0.1341785043478012,0.20000000298023224
0.13614873588085175,0.20000000298023224
0.13380125164985657,0.20000000298023224
0.13155430555343628,0.20000000298023224
0.13376307487487793,0.20000000298023224
0.12728634476661682,0.20000000298023224
0.1253211796283722,0.10291268676519394
0.12344185262918472,0.08423563838005066
0.12164505571126938,0.062075886875391006
0.12428665906190872,0.05251821130514145
0.11822612583637238,0.09700524061918259
0.11230210214853287,0.02039085514843464
0.10650929063558578,0.0
0.1008414775133133,0.0
0.09093475341796875,0.0
0.08556254208087921,0.0
0.07593914121389389,0.0
0.0664786696434021,0.0
0.06153339892625809,0.0
0.05667704716324806,0.0
0.04754673317074776,0.0
0.04291759058833122,0.0
0.03836313262581825,0.0
0.03388042375445366,0.0
0.029466282576322556,0.0
0.016399947926402092,0.0
0.003516565542668104,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1429387331008911
0.0,0.13530148565769196
0.0,0.1058267205953598
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.0
0.0,0.11792351305484772
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.1648692935705185
0.0,0.16435164213180542
0.0,0.16944418847560883
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.12003015726804733
0.0,0.0
0.0,0.0
0.0,0.19827356934547424
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.033604901283979416,0.20000000298023224
0.04435552656650543,0.20000000298023224
0.05185791477560997,0.20000000298023224
0.05928792804479599,0.20000000298023224
0.06664884090423584,0.20000000298023224
0.06958475708961487,0.19830650091171265
0.0812373012304306,0.20000000298023224
0.08404967933893204,0.20000000298023224
0.0825076699256897,0.20000000298023224
0.08538999408483505,0.20000000298023224
0.08827470242977142,0.20000000298023224
0.08680310845375061,0.20000000298023224
0.08975360542535782,0.16194814443588257
0.08834606409072876,0.18462735414505005
0.08699991554021835,0.12704011797904968
0.09007184952497482,0.09788023680448532
0.10621725022792816,0.13105608522891998
0.10910096764564514,0.20000000298023224
0.10763177275657654,0.20000000298023224
0.10622891038656235,0.20000000298023224
0.10924886912107468,0.1601007878780365
0.11093297600746155,0.18528982996940613
0.10529924184083939,0.05007357895374298
0.09432701766490936,0.04095073789358139
0.08468235284090042,0.0
0.07520350813865662,0.0
0.07024227827787399,0.0
0.06537266075611115,0.0
0.06494900584220886,0.0
0.06454848498106003,0.0
0.0554521419107914,0.0
0.042138926684856415,0.0
0.033381350338459015,0.0
0.02475040778517723,0.0
0.01188170351088047,0.0
0.007907581515610218,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.14566455781459808
0.0,0.1386612057685852
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10325063765048981
0.0,0.11742286384105682
0.0,0.12927812337875366
0.0,0.1383838653564453
0.0,0.0
0.0,0.20000000298023224
0.0,0.17517487704753876
0.0,0.17422693967819214
0.0,0.0
0.0,0.14449761807918549
0.0,0.1468660533428192
0.0,0.15473976731300354
0.0,0.1569521427154541
0.0,0.10602384060621262
0.0,0.12288734316825867
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.14560475945472717
0.0,0.1041923314332962
0.0,0.11874251067638397
0.0,0.1403065323829651
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12982872128486633
0.0,0.14569951593875885
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10722372680902481
0.0,0.14949333667755127
0.0,0.14562353491783142
0.0,0.1543821394443512
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.13794925808906555
0.0,0.0
0.0,0.12417768687009811
0.0,0.0
0.0,0.10861191898584366
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.15930140018463135
0.0,0.1637422889471054
0.0,0.11531347781419754
0.0,0.13398519158363342
0.0,0.14842718839645386
0.0,0.15941336750984192
0.0,0.10677191615104675
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1759956330060959
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.15299415588378906
0.0,0.10396214574575424
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.11521037667989731
0.0,0.1335332989692688
0.0,0.0
0.0,0.0
0.0,0.11567787081003189
0.0,0.13889503479003906
0.017591111361980438,0.14878061413764954
0.017002485692501068,0.11126679182052612
0.020795533433556557,0.13561470806598663
0.020190926268696785,0.06878817081451416
0.014753203839063644,0.0
0.01427458319813013,0.0
0.013814371079206467,0.0
0.017730891704559326,0.052883099764585495
0.017245011404156685,0.03951580077409744
0.021137278527021408,0.08442007005214691
0.024987535551190376,0.11475138366222382
0.024438796564936638,0.08434370160102844
0.028271101415157318,0.11508657038211823
0.032064925879240036,0.14053890109062195
0.03582180663943291,0.1534237414598465
0.03954359516501427,0.08010003715753555
0.04323207214474678,0.20000000298023224
0.03817087411880493,0.08766239136457443
0.03320049121975899,0.00647719344124198
0.028317000716924667,0.0
0.027875667437911034,0.0
0.031812477856874466,0.032961610704660416
0.035707276314496994,0.08100859820842743
0.03084404021501541,0.0034800975117832422
0.026063576340675354,0.0
0.021362274885177612,0.0
0.016737036406993866,0.0
0.003465705318376422,0.0
0.0,0.0
0.0,0.0
0.0005982633447274566,0.0
0.0005782445659860969,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.10792338103055954
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.10782382637262344
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.16223372519016266
0.0,0.1690218448638916
0.0,0.20000000298023224
0.0,0.1521535962820053
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1385151594877243
0.0,0.15056490898132324
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
